testId,loginId,testEndTime,sessionTime,endLevel,correctItems,incorrectItems,stu_id,female,currentLevel,game,teacher,eng_class,course_total,psglevel
59105,7255,10/24/2016 22:12,40,2,6,0,41500207,1,2,1,3,32,91,2
59115,7255,10/24/2016 22:13,39,2,4,1,41500207,1,2,1,3,32,91,2
59135,7255,10/24/2016 22:14,44,2,6,0,41500207,1,2,1,3,32,91,2
59147,7255,10/24/2016 22:14,35,2,5,0,41500207,1,2,1,3,32,91,2
59159,7255,10/24/2016 22:15,32,3,7,0,41500207,1,2,1,3,32,91,2
59077,7255,10/24/2016 22:10,60,3,3,2,41500207,1,3,1,3,32,91,3
59087,7255,10/24/2016 22:11,45,2,3,2,41500207,1,3,1,3,32,91,3
59173,7255,10/24/2016 22:16,26,3,5,0,41500207,1,3,1,3,32,91,3
59183,7255,10/24/2016 22:16,35,3,5,0,41500207,1,3,1,3,32,91,3
59195,7255,10/24/2016 22:17,28,4,5,0,41500207,1,3,1,3,32,91,3
59223,7255,10/24/2016 22:19,60,4,12,0,41500207,1,4,1,3,32,91,4
59242,7255,10/24/2016 22:20,60,4,9,1,41500207,1,4,1,3,32,91,4
59263,7255,10/24/2016 22:21,58,4,13,0,41500207,1,4,1,3,32,91,4
59276,7255,10/24/2016 22:22,60,5,10,2,41500207,1,4,1,3,32,91,4
59289,7255,10/24/2016 22:23,60,5,13,1,41500207,1,5,1,3,32,91,5
59299,7255,10/24/2016 22:25,54,5,10,3,41500207,1,5,1,3,32,91,5
59304,7255,10/24/2016 22:25,40,5,10,0,41500207,1,5,1,3,32,91,5
59310,7255,10/24/2016 22:26,60,6,10,3,41500207,1,5,1,3,32,91,5
67677,7255,11/25/2016 11:06,60,6,8,1,41500207,1,6,1,3,32,91,6
67678,7255,11/25/2016 11:07,60,6,15,0,41500207,1,6,1,3,32,91,6
67679,7255,11/25/2016 11:09,60,6,15,0,41500207,1,6,1,3,32,91,6
67680,7255,11/25/2016 11:10,60,6,11,2,41500207,1,6,1,3,32,91,6
67681,7255,11/25/2016 11:11,60,6,12,1,41500207,1,6,1,3,32,91,6
67682,7255,11/25/2016 11:12,60,7,13,4,41500207,1,6,1,3,32,91,6
67683,7255,11/25/2016 11:15,60,7,12,2,41500207,1,7,1,3,32,91,7
67684,7255,11/25/2016 11:16,54,7,15,0,41500207,1,7,1,3,32,91,7
67685,7255,11/25/2016 11:17,48,7,15,1,41500207,1,7,1,3,32,91,7
67686,7255,11/25/2016 11:18,60,8,15,2,41500207,1,7,1,3,32,91,7
67687,7255,11/25/2016 11:20,48,8,14,2,41500207,1,8,1,3,32,91,8
67688,7255,11/25/2016 11:21,56,8,17,0,41500207,1,8,1,3,32,91,8
67689,7255,11/25/2016 11:22,55,8,13,3,41500207,1,8,1,3,32,91,8
67690,7255,11/25/2016 11:24,60,9,13,1,41500207,1,8,1,3,32,91,8
68739,7255,11/27/2016 22:09,58,9,16,1,41500207,1,9,1,3,32,91,9
68744,7255,11/27/2016 22:10,60,9,14,1,41500207,1,9,1,3,32,91,9
68746,7255,11/27/2016 22:11,60,9,14,3,41500207,1,9,1,3,32,91,9
68749,7255,11/27/2016 22:12,49,9,12,3,41500207,1,9,1,3,32,91,9
68753,7255,11/27/2016 22:13,49,9,15,2,41500207,1,9,1,3,32,91,9
68757,7255,11/27/2016 22:14,60,10,13,1,41500207,1,9,1,3,32,91,9
70820,7255,12/6/2016 9:30,60,9,13,3,41500207,1,9,1,3,32,91,9
70821,7255,12/6/2016 9:31,49,9,14,1,41500207,1,9,1,3,32,91,9
70822,7255,12/6/2016 9:31,48,9,15,1,41500207,1,9,1,3,32,91,9
70823,7255,12/6/2016 9:33,58,9,13,3,41500207,1,9,1,3,32,91,9
70824,7255,12/6/2016 9:34,60,9,17,0,41500207,1,9,1,3,32,91,9
70825,7255,12/6/2016 9:35,60,9,15,3,41500207,1,9,1,3,32,91,9
70826,7255,12/6/2016 9:36,52,9,14,2,41500207,1,9,1,3,32,91,9
70827,7255,12/6/2016 9:37,60,9,13,4,41500207,1,9,1,3,32,91,9
70828,7255,12/6/2016 9:38,59,9,16,2,41500207,1,9,1,3,32,91,9
70829,7255,12/6/2016 9:39,60,10,13,2,41500207,1,9,1,3,32,91,9
70814,7255,12/6/2016 9:23,60,10,13,1,41500207,1,10,1,3,32,91,10
70815,7255,12/6/2016 9:24,60,10,7,7,41500207,1,10,1,3,32,91,10
70816,7255,12/6/2016 9:25,60,10,12,0,41500207,1,10,1,3,32,91,10
70817,7255,12/6/2016 9:26,60,10,14,3,41500207,1,10,1,3,32,91,10
70818,7255,12/6/2016 9:27,60,10,11,3,41500207,1,10,1,3,32,91,10
70819,7255,12/6/2016 9:29,60,9,13,2,41500207,1,10,1,3,32,91,10
75863,7255,1/4/2017 8:52,60,10,9,2,41500207,1,10,1,3,32,91,10
75864,7255,1/4/2017 8:53,58,10,14,2,41500207,1,10,1,3,32,91,10
75865,7255,1/4/2017 8:54,60,10,15,3,41500207,1,10,1,3,32,91,10
75866,7255,1/4/2017 8:55,60,10,20,0,41500207,1,10,1,3,32,91,10
75867,7255,1/4/2017 8:56,43,10,13,1,41500207,1,10,1,3,32,91,10
75868,7255,1/4/2017 8:57,57,10,13,3,41500207,1,10,1,3,32,91,10
75869,7255,1/4/2017 8:58,60,10,16,0,41500207,1,10,1,3,32,91,10
75870,7255,1/4/2017 8:59,60,10,13,2,41500207,1,10,1,3,32,91,10
75871,7255,1/4/2017 9:01,60,10,16,0,41500207,1,10,1,3,32,91,10
75872,7255,1/4/2017 9:01,53,10,11,5,41500207,1,10,1,3,32,91,10
75873,7255,1/4/2017 9:03,57,10,14,3,41500207,1,10,1,3,32,91,10
75874,7255,1/4/2017 9:04,60,10,10,4,41500207,1,10,1,3,32,91,10
75875,7255,1/4/2017 9:05,60,10,15,2,41500207,1,10,1,3,32,91,10
75876,7255,1/4/2017 9:06,60,10,12,4,41500207,1,10,1,3,32,91,10
75877,7255,1/4/2017 9:07,53,10,15,1,41500207,1,10,1,3,32,91,10
75878,7255,1/4/2017 9:08,36,10,10,1,41500207,1,10,1,3,32,91,10
75879,7255,1/4/2017 9:09,59,10,16,2,41500207,1,10,1,3,32,91,10
75880,7255,1/4/2017 9:10,49,10,16,0,41500207,1,10,1,3,32,91,10
75881,7255,1/4/2017 9:11,60,10,17,1,41500207,1,10,1,3,32,91,10
75882,7255,1/4/2017 9:12,59,11,15,1,41500207,1,10,1,3,32,91,10
75885,7255,1/4/2017 9:15,53,10,17,0,41500207,1,10,1,3,32,91,10
75886,7255,1/4/2017 9:16,56,10,18,2,41500207,1,10,1,3,32,91,10
75887,7255,1/4/2017 9:17,60,10,18,4,41500207,1,10,1,3,32,91,10
75888,7255,1/4/2017 9:18,43,10,10,4,41500207,1,10,1,3,32,91,10
75883,7255,1/4/2017 9:13,60,11,11,4,41500207,1,11,1,3,32,91,11
75884,7255,1/4/2017 9:14,55,10,8,7,41500207,1,11,1,3,32,91,11
59174,7256,10/24/2016 22:16,60,2,6,0,41500245,0,2,1,3,32,95,2
59193,7256,10/24/2016 22:17,55,2,4,1,41500245,0,2,1,3,32,95,2
59229,7256,10/24/2016 22:19,52,2,6,0,41500245,0,2,1,3,32,95,2
59249,7256,10/24/2016 22:20,60,2,4,2,41500245,0,2,1,3,32,95,2
59264,7256,10/24/2016 22:21,60,2,5,1,41500245,0,2,1,3,32,95,2
59272,7256,10/24/2016 22:22,50,2,6,0,41500245,0,2,1,3,32,95,2
59284,7256,10/24/2016 22:23,60,2,4,2,41500245,0,2,1,3,32,95,2
59293,7256,10/24/2016 22:24,41,2,6,1,41500245,0,2,1,3,32,95,2
59298,7256,10/24/2016 22:25,37,2,3,2,41500245,0,2,1,3,32,95,2
59118,7256,10/24/2016 22:13,43,3,3,2,41500245,0,3,1,3,32,95,3
59144,7256,10/24/2016 22:14,59,2,4,2,41500245,0,3,1,3,32,95,3
59043,7257,10/24/2016 22:06,43,3,6,0,41500531,1,3,1,3,32,96,3
59049,7257,10/24/2016 22:07,37,3,5,0,41500531,1,3,1,3,32,96,3
59060,7257,10/24/2016 22:08,53,4,5,0,41500531,1,3,1,3,32,96,3
59070,7257,10/24/2016 22:09,60,4,4,0,41500531,1,4,1,3,32,96,4
59082,7257,10/24/2016 22:10,60,4,10,0,41500531,1,4,1,3,32,96,4
59097,7257,10/24/2016 22:11,60,4,2,0,41500531,1,4,1,3,32,96,4
59303,7258,10/24/2016 22:25,39,1,3,3,41500705,1,1,1,3,32,59,1
59308,7258,10/24/2016 22:26,41,1,4,1,41500705,1,1,1,3,32,59,1
59313,7258,10/24/2016 22:27,53,1,5,1,41500705,1,1,1,3,32,59,1
59316,7258,10/24/2016 22:28,44,1,5,0,41500705,1,1,1,3,32,59,1
68844,7258,11/27/2016 23:34,30,1,5,1,41500705,1,1,1,3,32,59,1
68845,7258,11/27/2016 23:35,38,2,5,0,41500705,1,1,1,3,32,59,1
68857,7258,11/27/2016 23:38,19,1,5,0,41500705,1,1,1,3,32,59,1
68859,7258,11/27/2016 23:39,39,1,4,2,41500705,1,1,1,3,32,59,1
68862,7258,11/27/2016 23:39,34,1,5,1,41500705,1,1,1,3,32,59,1
68870,7258,11/27/2016 23:44,40,1,5,1,41500705,1,1,1,3,32,59,1
68873,7258,11/27/2016 23:45,58,1,5,1,41500705,1,1,1,3,32,59,1
68875,7258,11/27/2016 23:46,39,2,4,1,41500705,1,1,1,3,32,59,1
59274,7258,10/24/2016 22:22,52,2,3,2,41500705,1,2,1,3,32,59,2
59285,7258,10/24/2016 22:23,54,2,6,0,41500705,1,2,1,3,32,59,2
59294,7258,10/24/2016 22:24,59,2,2,4,41500705,1,2,1,3,32,59,2
59295,7258,10/24/2016 22:24,60,1,2,4,41500705,1,2,1,3,32,34,2
68847,7258,11/27/2016 23:36,45,2,4,1,41500705,1,2,1,3,32,59,2
68851,7258,11/27/2016 23:37,42,2,5,1,41500705,1,2,1,3,32,59,2
68854,7258,11/27/2016 23:38,50,2,3,2,41500705,1,2,1,3,32,59,2
68878,7258,11/27/2016 23:47,37,2,5,0,41500705,1,2,1,3,32,59,2
68881,7258,11/27/2016 23:48,44,2,7,0,41500705,1,2,1,3,32,59,2
68882,7258,11/27/2016 23:48,40,2,5,1,41500705,1,2,1,3,32,59,2
69821,7258,12/3/2016 16:58,40,3,5,0,41500705,1,2,1,3,32,59,2
59238,7258,10/24/2016 22:19,60,3,4,1,41500705,1,3,1,3,32,59,3
59260,7258,10/24/2016 22:21,60,2,4,1,41500705,1,3,1,3,32,59,3
69822,7258,12/3/2016 16:59,46,3,6,0,41500705,1,3,1,3,32,59,3
69823,7258,12/3/2016 17:00,46,3,4,1,41500705,1,3,1,3,32,59,3
69824,7258,12/3/2016 17:01,39,3,6,0,41500705,1,3,1,3,32,59,3
69825,7258,12/3/2016 17:02,48,3,4,2,41500705,1,3,1,3,32,59,3
69826,7258,12/3/2016 17:03,51,3,5,0,41500705,1,3,1,3,32,59,3
69827,7258,12/3/2016 17:04,52,3,5,1,41500705,1,3,1,3,32,59,3
69828,7258,12/3/2016 17:05,42,3,4,1,41500705,1,3,1,3,32,59,3
69829,7258,12/3/2016 17:05,38,3,5,0,41500705,1,3,1,3,32,59,3
69830,7258,12/3/2016 17:06,37,3,6,0,41500705,1,3,1,3,32,59,3
69831,7258,12/3/2016 17:07,45,3,4,2,41500705,1,3,1,3,32,59,3
74674,7258,12/19/2016 11:20,45,3,5,1,41500705,1,3,1,3,32,59,3
74675,7258,12/19/2016 11:21,41,4,6,0,41500705,1,3,1,3,32,59,3
74676,7258,12/19/2016 11:22,60,4,7,5,41500705,1,4,1,3,32,59,4
74677,7258,12/19/2016 11:23,60,4,15,1,41500705,1,4,1,3,32,59,4
74678,7258,12/19/2016 11:25,54,4,6,7,41500705,1,4,1,3,32,59,4
74679,7258,12/19/2016 11:26,60,4,12,1,41500705,1,4,1,3,32,59,4
74680,7258,12/19/2016 11:27,60,4,12,0,41500705,1,4,1,3,32,59,4
74681,7258,12/19/2016 11:28,60,4,7,5,41500705,1,4,1,3,32,59,4
79979,7258,1/10/2017 13:40,60,4,13,4,41500705,1,4,1,3,32,59,4
79980,7258,1/10/2017 13:42,60,4,11,2,41500705,1,4,1,3,32,59,4
79983,7258,1/10/2017 13:43,60,4,12,4,41500705,1,4,1,3,32,59,4
79984,7258,1/10/2017 13:44,52,4,10,3,41500705,1,4,1,3,32,59,4
79985,7258,1/10/2017 13:45,60,4,7,8,41500705,1,4,1,3,32,59,4
79986,7258,1/10/2017 13:46,60,4,6,11,41500705,1,4,1,3,32,59,4
59108,7259,10/24/2016 22:12,60,3,4,0,41502033,0,3,1,3,32,72,3
59130,7259,10/24/2016 22:13,60,3,3,1,41502033,0,3,1,3,32,72,3
59152,7259,10/24/2016 22:15,52,3,5,0,41502033,0,3,1,3,32,72,3
59170,7259,10/24/2016 22:15,40,3,4,1,41502033,0,3,1,3,32,72,3
59191,7259,10/24/2016 22:17,43,3,5,0,41502033,0,3,1,3,32,72,3
59204,7259,10/24/2016 22:17,46,3,4,1,41502033,0,3,1,3,32,72,3
59224,7259,10/24/2016 22:19,60,3,4,1,41502033,0,3,1,3,32,72,3
59245,7259,10/24/2016 22:20,58,2,4,2,41502033,0,3,1,3,32,72,3
59252,7259,10/24/2016 22:20,60,2,4,2,41502033,0,2,1,3,32,72,3
59041,7260,10/24/2016 22:06,44,3,5,0,41502302,0,3,1,3,32,85,3
59047,7260,10/24/2016 22:07,50,3,5,0,41502302,0,3,1,3,32,85,3
59057,7260,10/24/2016 22:08,37,4,5,0,41502302,0,3,1,3,32,85,3
59068,7260,10/24/2016 22:09,60,4,10,0,41502302,0,4,1,3,32,85,4
59081,7260,10/24/2016 22:10,60,4,10,0,41502302,0,4,1,3,32,85,4
59094,7260,10/24/2016 22:11,60,5,12,0,41502302,0,4,1,3,32,85,4
59109,7260,10/24/2016 22:12,39,5,10,0,41502302,0,5,1,3,32,85,5
59128,7260,10/24/2016 22:13,60,5,14,1,41502302,0,5,1,3,32,85,5
59155,7260,10/24/2016 22:15,60,5,10,1,41502302,0,5,1,3,32,85,5
59177,7260,10/24/2016 22:16,60,6,9,1,41502302,0,5,1,3,32,85,5
59210,7260,10/24/2016 22:18,60,6,8,2,41502302,0,6,1,3,32,85,6
59233,7260,10/24/2016 22:19,60,6,10,1,41502302,0,6,1,3,32,85,6
59255,7260,10/24/2016 22:20,60,6,14,0,41502302,0,6,1,3,32,85,6
64824,7260,11/13/2016 20:27,54,6,16,1,41502302,0,6,1,3,32,85,6
64827,7260,11/13/2016 20:28,60,6,14,2,41502302,0,6,1,3,32,85,6
64830,7260,11/13/2016 20:29,60,7,18,0,41502302,0,6,1,3,32,85,6
64837,7260,11/13/2016 20:33,52,7,16,0,41502302,0,7,1,3,32,85,7
64843,7260,11/13/2016 20:40,60,7,14,2,41502302,0,7,1,3,32,85,7
64845,7260,11/13/2016 20:41,49,7,15,0,41502302,0,7,1,3,32,85,7
64857,7260,11/13/2016 20:45,48,8,16,0,41502302,0,7,1,3,32,85,7
64862,7260,11/13/2016 20:48,50,8,15,1,41502302,0,8,1,3,32,85,8
64870,7260,11/13/2016 20:52,50,8,11,1,41502302,0,8,1,3,32,85,8
64875,7260,11/13/2016 20:55,60,8,14,0,41502302,0,8,1,3,32,85,8
64877,7260,11/13/2016 20:56,60,9,14,3,41502302,0,8,1,3,32,85,8
64879,7260,11/13/2016 20:58,59,9,15,1,41502302,0,9,1,3,32,85,9
66457,7260,11/19/2016 21:31,48,9,14,1,41502302,0,9,1,3,32,85,9
66458,7260,11/19/2016 21:32,60,9,12,2,41502302,0,9,1,3,32,85,9
66459,7260,11/19/2016 21:33,60,9,15,0,41502302,0,9,1,3,32,85,9
66460,7260,11/19/2016 21:34,60,9,12,3,41502302,0,9,1,3,32,85,9
66461,7260,11/19/2016 21:37,60,9,14,0,41502302,0,9,1,3,32,85,9
66462,7260,11/19/2016 21:39,60,9,15,0,41502302,0,9,1,3,32,85,9
66465,7260,11/19/2016 21:42,60,10,15,1,41502302,0,9,1,3,32,85,9
69902,7260,12/3/2016 21:46,60,9,16,0,41502302,0,9,1,3,32,85,9
69903,7260,12/3/2016 21:48,56,9,15,0,41502302,0,9,1,3,32,85,9
69904,7260,12/3/2016 21:49,46,10,15,0,41502302,0,9,1,3,32,85,9
66469,7260,11/19/2016 21:45,60,10,14,2,41502302,0,10,1,3,32,85,10
66472,7260,11/19/2016 21:47,50,10,15,1,41502302,0,10,1,3,32,85,10
66475,7260,11/19/2016 21:49,60,10,7,4,41502302,0,10,1,3,32,85,10
66477,7260,11/19/2016 21:51,60,10,14,0,41502302,0,10,1,3,32,85,10
66479,7260,11/19/2016 21:52,60,10,11,2,41502302,0,10,1,3,32,85,10
66483,7260,11/19/2016 21:53,60,10,12,1,41502302,0,10,1,3,32,85,10
66486,7260,11/19/2016 21:54,60,10,13,0,41502302,0,10,1,3,32,85,10
66490,7260,11/19/2016 21:56,60,10,12,0,41502302,0,10,1,3,32,85,10
66491,7260,11/19/2016 21:57,46,10,10,1,41502302,0,10,1,3,32,85,10
66492,7260,11/19/2016 21:58,60,10,13,1,41502302,0,10,1,3,32,85,10
66494,7260,11/19/2016 22:02,60,10,15,0,41502302,0,10,1,3,32,85,10
66495,7260,11/19/2016 22:06,60,11,14,0,41502302,0,10,1,3,32,85,10
67837,7260,11/26/2016 15:02,58,10,15,0,41502302,0,10,1,3,32,85,10
67838,7260,11/26/2016 15:04,60,10,15,0,41502302,0,10,1,3,32,85,10
67839,7260,11/26/2016 15:04,45,10,11,0,41502302,0,10,1,3,32,85,10
67840,7260,11/26/2016 15:06,60,10,12,0,41502302,0,10,1,3,32,85,10
67841,7260,11/26/2016 15:07,59,10,16,0,41502302,0,10,1,3,32,85,10
67843,7260,11/26/2016 15:08,60,10,15,1,41502302,0,10,1,3,32,85,10
67844,7260,11/26/2016 15:09,60,11,14,1,41502302,0,10,1,3,32,85,10
67851,7260,11/26/2016 15:22,60,10,11,1,41502302,0,10,1,3,32,85,10
67852,7260,11/26/2016 15:24,60,9,12,3,41502302,0,10,1,3,32,85,10
69905,7260,12/3/2016 21:51,51,10,16,0,41502302,0,10,1,3,32,85,10
69906,7260,12/3/2016 21:52,60,10,13,1,41502302,0,10,1,3,32,85,10
69907,7260,12/3/2016 21:53,58,10,17,0,41502302,0,10,1,3,32,85,10
69908,7260,12/3/2016 22:01,60,11,14,1,41502302,0,10,1,3,32,85,10
71962,7260,12/10/2016 15:59,50,10,16,0,41502302,0,10,1,3,32,85,10
71963,7260,12/10/2016 16:01,60,10,15,1,41502302,0,10,1,3,32,85,10
71964,7260,12/10/2016 16:02,60,10,16,0,41502302,0,10,1,3,32,85,10
71965,7260,12/10/2016 16:04,60,11,14,1,41502302,0,10,1,3,32,85,10
66496,7260,11/19/2016 22:08,60,11,13,1,41502302,0,11,1,3,32,85,11
66497,7260,11/19/2016 22:09,60,10,12,0,41502302,0,11,1,3,32,85,11
67845,7260,11/26/2016 15:12,53,11,14,1,41502302,0,11,1,3,32,85,11
67846,7260,11/26/2016 15:15,60,11,16,0,41502302,0,11,1,3,32,85,11
67847,7260,11/26/2016 15:17,60,11,12,2,41502302,0,11,1,3,32,85,11
67848,7260,11/26/2016 15:18,60,11,12,2,41502302,0,11,1,3,32,85,11
67849,7260,11/26/2016 15:19,60,11,13,1,41502302,0,11,1,3,32,85,11
67850,7260,11/26/2016 15:20,60,10,12,0,41502302,0,11,1,3,32,85,11
69909,7260,12/3/2016 22:02,60,11,17,0,41502302,0,11,1,3,32,85,11
69910,7260,12/3/2016 22:03,60,11,12,3,41502302,0,11,1,3,32,85,11
69911,7260,12/3/2016 22:04,60,11,13,1,41502302,0,11,1,3,32,85,11
69912,7260,12/3/2016 22:05,60,10,11,1,41502302,0,11,1,3,32,85,11
71966,7260,12/10/2016 16:05,60,11,15,0,41502302,0,11,1,3,32,85,11
71967,7260,12/10/2016 16:06,60,11,14,1,41502302,0,11,1,3,32,85,11
71968,7260,12/10/2016 16:07,50,11,14,2,41502302,0,11,1,3,32,85,11
71969,7260,12/10/2016 16:08,60,11,17,0,41502302,0,11,1,3,32,85,11
71970,7260,12/10/2016 16:10,54,11,14,0,41502302,0,11,1,3,32,85,11
71971,7260,12/10/2016 16:11,57,12,16,0,41502302,0,11,1,3,32,85,11
71972,7260,12/10/2016 16:13,57,12,18,0,41502302,0,12,1,3,32,85,12
71973,7260,12/10/2016 16:15,60,12,14,2,41502302,0,12,1,3,32,85,12
71974,7260,12/10/2016 16:16,60,12,15,0,41502302,0,12,1,3,32,85,12
74083,7260,12/17/2016 16:43,60,12,16,1,41502302,0,12,1,3,32,85,12
74084,7260,12/17/2016 16:44,60,12,15,0,41502302,0,12,1,3,32,85,12
74085,7260,12/17/2016 16:45,60,12,11,1,41502302,0,12,1,3,32,85,12
74086,7260,12/17/2016 16:46,40,12,8,2,41502302,0,12,1,3,32,85,12
74087,7260,12/17/2016 16:47,60,12,9,3,41502302,0,12,1,3,32,85,12
74088,7260,12/17/2016 16:48,60,12,15,1,41502302,0,12,1,3,32,85,12
74089,7260,12/17/2016 16:49,60,12,14,0,41502302,0,12,1,3,32,85,12
74090,7260,12/17/2016 16:50,56,12,16,0,41502302,0,12,1,3,32,85,12
74091,7260,12/17/2016 16:51,53,13,16,0,41502302,0,12,1,3,32,85,12
59202,7261,10/24/2016 22:17,60,2,7,0,41502634,1,2,1,3,32,81,2
59220,7261,10/24/2016 22:18,60,2,5,0,41502634,1,2,1,3,32,81,2
59240,7261,10/24/2016 22:20,60,3,6,0,41502634,1,2,1,3,32,81,2
59151,7261,10/24/2016 22:14,60,3,2,2,41502634,1,3,1,3,32,81,3
59178,7261,10/24/2016 22:16,60,2,4,2,41502634,1,3,1,3,32,81,3
59265,7261,10/24/2016 22:21,57,3,6,0,41502634,1,3,1,3,32,81,3
59279,7261,10/24/2016 22:22,60,3,5,0,41502634,1,3,1,3,32,81,3
59292,7261,10/24/2016 22:24,60,3,5,1,41502634,1,3,1,3,32,81,3
68035,7261,11/26/2016 17:41,60,3,4,2,41502634,1,3,1,3,32,81,3
68036,7261,11/26/2016 17:42,60,3,5,1,41502634,1,3,1,3,32,81,3
68038,7261,11/26/2016 17:43,60,4,5,0,41502634,1,3,1,3,32,81,3
68045,7261,11/26/2016 17:47,56,3,6,0,41502634,1,3,1,3,32,81,3
68047,7261,11/26/2016 17:47,50,3,6,0,41502634,1,3,1,3,32,81,3
68049,7261,11/26/2016 17:48,46,3,5,1,41502634,1,3,1,3,32,81,3
68050,7261,11/26/2016 17:49,34,4,5,1,41502634,1,3,1,3,32,81,3
68041,7261,11/26/2016 17:44,60,4,5,1,41502634,1,4,1,3,32,81,4
68043,7261,11/26/2016 17:45,60,3,6,2,41502634,1,4,1,3,32,81,4
68052,7261,11/26/2016 17:50,60,4,10,0,41502634,1,4,1,3,32,81,4
79242,7261,1/8/2017 15:53,60,4,8,1,41502634,1,4,1,3,32,81,4
79243,7261,1/8/2017 15:54,60,4,10,0,41502634,1,4,1,3,32,81,4
79244,7261,1/8/2017 15:55,60,4,6,2,41502634,1,4,1,3,32,81,4
79245,7261,1/8/2017 15:56,60,4,9,0,41502634,1,4,1,3,32,81,4
79247,7261,1/8/2017 15:58,60,5,8,1,41502634,1,4,1,3,32,81,4
59213,7262,10/24/2016 22:18,35,3,5,0,41503403,1,3,1,3,32,90,3
59230,7262,10/24/2016 22:19,50,3,5,0,41503403,1,3,1,3,32,90,3
59239,7262,10/24/2016 22:20,33,4,6,0,41503403,1,3,1,3,32,90,3
59269,7262,10/24/2016 22:22,60,4,10,0,41503403,1,4,1,3,32,90,4
59283,7262,10/24/2016 22:23,60,4,11,3,41503403,1,4,1,3,32,90,4
59296,7262,10/24/2016 22:24,60,4,13,2,41503403,1,4,1,3,32,90,4
59306,7262,10/24/2016 22:25,60,4,8,3,41503403,1,4,1,3,32,90,4
59311,7262,10/24/2016 22:27,60,4,6,5,41503403,1,4,1,3,32,90,4
59318,7262,10/24/2016 22:28,60,4,11,3,41503403,1,4,1,3,32,90,4
59320,7262,10/24/2016 22:29,60,4,13,2,41503403,1,4,1,3,32,90,4
59322,7262,10/24/2016 22:30,43,5,14,0,41503403,1,4,1,3,32,90,4
59063,7263,10/24/2016 22:08,33,2,6,0,41503418,1,2,1,3,32,99,2
59067,7263,10/24/2016 22:09,31,2,6,0,41503418,1,2,1,3,32,99,2
59079,7263,10/24/2016 22:10,54,3,7,0,41503418,1,2,1,3,32,99,2
59044,7263,10/24/2016 22:06,41,3,4,2,41503418,1,3,1,3,32,99,3
59048,7263,10/24/2016 22:07,29,3,5,0,41503418,1,3,1,3,32,99,3
59091,7263,10/24/2016 22:11,50,3,4,2,41503418,1,3,1,3,32,99,3
59037,7264,10/24/2016 22:05,60,3,3,0,41503425,1,3,1,3,32,93,3
59042,7264,10/24/2016 22:06,44,3,5,0,41503425,1,3,1,3,32,93,3
59052,7264,10/24/2016 22:07,60,3,5,0,41503425,1,3,1,3,32,93,3
59061,7264,10/24/2016 22:08,41,4,5,0,41503425,1,3,1,3,32,93,3
59072,7264,10/24/2016 22:09,60,4,6,0,41503425,1,4,1,3,32,93,4
59085,7264,10/24/2016 22:10,60,4,6,1,41503425,1,4,1,3,32,93,4
59098,7264,10/24/2016 22:12,60,4,8,0,41503425,1,4,1,3,32,93,4
59119,7264,10/24/2016 22:13,60,4,10,0,41503425,1,4,1,3,32,93,4
59140,7264,10/24/2016 22:14,60,4,8,2,41503425,1,4,1,3,32,93,4
59163,7264,10/24/2016 22:15,60,4,8,4,41503425,1,4,1,3,32,93,4
59184,7264,10/24/2016 22:16,60,4,6,1,41503425,1,4,1,3,32,93,4
59273,7265,10/24/2016 22:22,60,3,1,0,41503427,1,3,1,3,32,92,3
59280,7265,10/24/2016 22:23,46,3,5,1,41503427,1,3,1,3,32,92,3
59288,7265,10/24/2016 22:23,35,3,4,1,41503427,1,3,1,3,32,92,3
59300,7265,10/24/2016 22:25,60,3,5,0,41503427,1,3,1,3,32,92,3
59302,7265,10/24/2016 22:25,24,3,5,0,41503427,1,3,1,3,32,92,3
59307,7265,10/24/2016 22:26,36,4,6,0,41503427,1,3,1,3,32,92,3
59314,7265,10/24/2016 22:27,60,4,10,1,41503427,1,4,1,3,32,92,4
59317,7265,10/24/2016 22:28,60,4,7,4,41503427,1,4,1,3,32,92,4
59321,7265,10/24/2016 22:30,60,4,8,2,41503427,1,4,1,3,32,92,4
59035,7266,10/24/2016 22:04,60,3,6,0,41503434,1,3,1,3,32,90,3
59036,7266,10/24/2016 22:05,40,3,5,0,41503434,1,3,1,3,32,90,3
59039,7266,10/24/2016 22:06,30,4,5,0,41503434,1,3,1,3,32,90,3
59053,7266,10/24/2016 22:07,60,4,5,0,41503434,1,4,1,3,32,90,4
59065,7266,10/24/2016 22:08,60,4,12,1,41503434,1,4,1,3,32,90,4
59075,7266,10/24/2016 22:10,60,4,8,2,41503434,1,4,1,3,32,90,4
59088,7266,10/24/2016 22:11,60,4,11,2,41503434,1,4,1,3,32,90,4
59104,7266,10/24/2016 22:12,60,4,15,1,41503434,1,4,1,3,32,90,4
59124,7266,10/24/2016 22:13,60,5,11,1,41503434,1,4,1,3,32,90,4
59148,7266,10/24/2016 22:14,60,5,9,0,41503434,1,5,1,3,32,90,5
59168,7266,10/24/2016 22:15,54,5,12,0,41503434,1,5,1,3,32,90,5
59188,7266,10/24/2016 22:16,60,5,10,2,41503434,1,5,1,3,32,90,5
59200,7266,10/24/2016 22:17,33,6,10,0,41503434,1,5,1,3,32,90,5
59228,7266,10/24/2016 22:19,43,6,17,0,41503434,1,6,1,3,32,90,6
